2.0 1.08367 0.0390104352005 0.0 0.019399965121 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
2.05 1.0488184437 0.0388505971064 0.0 0.0194650167965 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
2.1 1.0150877369 0.0386907590124 0.0 0.019530068472 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
2.15 0.98244183233 0.0385309209184 0.0 0.0195951201475 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
2.2 0.950845842012 0.0383710828244 0.0 0.019660171823 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
2.25 0.920266 0.0382112447303 0.0 0.0197252234984 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
2.3 0.875916986071 0.0372691982261 0.0 0.0198068758522 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
2.35 0.833705218369 0.036327151722 0.0 0.0198885282059 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
2.4 0.793527699758 0.0353851052178 0.0 0.0199701805596 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
2.45 0.755286396689 0.0344430587136 0.0 0.0200518329134 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
2.5 0.718888 0.0335010122094 0.0 0.0201334852671 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
2.55 0.698008232879 0.0339309534539 0.0 0.0202334121482 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
2.6 0.677734908869 0.0343608946984 0.0 0.0203333390294 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
2.65 0.658050414113 0.0347908359429 0.0 0.0204332659106 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
2.7 0.638937646337 0.0352207771874 0.0 0.0205331927917 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
2.75 0.62038 0.0356507184319 0.0 0.0206331196729 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
2.8 0.59770561985 0.0374814021989 0.0 0.0207496143634 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
2.85 0.575859969696 0.0393120859658 0.0 0.020866109054 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
2.9 0.554812760138 0.0411427697327 0.0 0.0209826037445 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
2.95 0.534534808825 0.0429734534996 0.0 0.0210990984351 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
3.0 0.514998 0.0448041372666 0.0 0.0212155931256 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
3.05 0.489119946632 0.0456644453656 0.0 0.021347370091 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
3.1 0.464542235491 0.0465247534647 0.0 0.0214791470563 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
3.15 0.441199525885 0.0473850615637 0.0 0.0216109240217 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
3.2 0.419029760416 0.0482453696628 0.0 0.0217427009871 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
3.25 0.397974 0.0491056777618 0.0 0.0218744779524 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
3.3 0.383008153974 0.0499070136152 0.0 0.0220201835268 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
3.35 0.368605099858 0.0507083494685 0.0 0.0221658891011 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
3.4 0.354743673813 0.0515096853219 0.0 0.0223115946755 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
3.45 0.341403507871 0.0523110211752 0.0 0.0224573002498 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
3.5 0.328565 0.0531123570286 0.0 0.0226030058242 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
3.55 0.313691862612 0.0529574897698 0.0 0.0227613378349 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
3.6 0.29949198688 0.0528026225111 0.0 0.0229196698456 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
3.65 0.285934896296 0.0526477552524 0.0 0.0230780018563 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
3.7 0.272991493936 0.0524928879936 0.0 0.0232363338671 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
3.75 0.260634 0.0523380207349 0.0 0.0233946658778 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
3.8 0.246015089713 0.0527262162223 0.0 0.0235643697757 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
3.85 0.232216151257 0.0531144117098 0.0 0.0237340736737 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
3.9 0.21919119257 0.0535026071972 0.0 0.0239037775716 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
3.95 0.206896801279 0.0538908026846 0.0 0.0240734814696 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
4.0 0.195292 0.0542789981721 0.0 0.0242431853675 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
4.05 0.187030822359 0.0571163932045 0.0 0.0244231457586 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
4.1 0.179119106325 0.0599537882369 0.0 0.0246031061497 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
4.15 0.171542069087 0.0627911832694 0.0 0.0247830665407 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
4.2 0.164285553175 0.0656285783018 0.0 0.0249630269318 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
4.25 0.157336 0.0684659733342 0.0 0.0251429873229 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
4.3 0.147343142691 0.0733719257599 0.0 0.0253321208665 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
4.35 0.1379849602 0.0782778781856 0.0 0.0255212544102 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
4.4 0.129221142523 0.0831838306113 0.0 0.0257103879538 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
4.45 0.121013939857 0.088089783037 0.0 0.0258995214974 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
4.5 0.113328 0.0929957354627 0.0 0.026088655041 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
4.55 0.106555389196 0.0934510464666 0.0 0.0262860146971 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
4.6 0.100187517354 0.0939063574705 0.0 0.0264833743533 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
4.65 0.0942001968114 0.0943616684743 0.0 0.0266807340094 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
4.7 0.0885706853873 0.0948169794782 0.0 0.0268780936655 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
4.75 0.0832776 0.0952722904821 0.0 0.0270754533216 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
4.8 0.0783191608028 0.0932544536069 0.0 0.0272801367426 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
4.85 0.0736559524872 0.0912366167317 0.0 0.0274848201636 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
4.9 0.0692703966844 0.0892187798565 0.0 0.0276895035846 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
4.95 0.0651459616608 0.0872009429812 0.0 0.0278941870056 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
5.0 0.0612671 0.085183106106 0.0 0.0280988704266 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
