1.506369999999999987e+00 1.233049999999999945e-02
1.535029999999999895e+00 1.239409999999999991e-02
1.541400000000000103e+00 1.210810000000000011e-02
1.544589999999999907e+00 1.147250000000000006e-02
1.547770000000000090e+00 1.115470000000000003e-02
1.550959999999999894e+00 1.083690000000000001e-02
1.570060000000000011e+00 1.093219999999999956e-02
1.598729999999999984e+00 1.105929999999999934e-02
1.624200000000000088e+00 1.121819999999999935e-02
1.649680000000000035e+00 1.137709999999999937e-02
1.675159999999999982e+00 1.153599999999999938e-02
1.703819999999999890e+00 1.169489999999999939e-02
1.732480000000000020e+00 1.179030000000000009e-02
1.751589999999999980e+00 1.204449999999999965e-02
1.780250000000000110e+00 1.220339999999999966e-02
1.805730000000000057e+00 1.236229999999999968e-02
1.828030000000000044e+00 1.255299999999999992e-02
1.859869999999999912e+00 1.268009999999999970e-02
1.885350000000000081e+00 1.280719999999999949e-02
1.910830000000000028e+00 1.296609999999999950e-02
1.926749999999999963e+00 1.325209999999999930e-02
1.949040000000000106e+00 1.341099999999999931e-02
1.980890000000000040e+00 1.347459999999999977e-02
2.009549999999999947e+00 1.347459999999999977e-02
2.041399999999999881e+00 1.353810000000000083e-02
2.070059999999999789e+00 1.360169999999999955e-02
2.092360000000000220e+00 1.379239999999999980e-02
2.117830000000000101e+00 1.385590000000000085e-02
2.143310000000000048e+00 1.404659999999999936e-02
2.171969999999999956e+00 1.414190000000000065e-02
2.203819999999999890e+00 1.417369999999999915e-02
2.232479999999999798e+00 1.420549999999999938e-02
2.251590000000000202e+00 1.442799999999999985e-02
2.273890000000000189e+00 1.452329999999999940e-02
2.283440000000000136e+00 1.420549999999999938e-02
2.302550000000000097e+00 1.401479999999999913e-02
2.328030000000000044e+00 1.411019999999999983e-02
2.356689999999999952e+00 1.407839999999999960e-02
2.385349999999999859e+00 1.401479999999999913e-02
2.407639999999999780e+00 1.395129999999999981e-02
2.429940000000000211e+00 1.382420000000000003e-02
2.452230000000000132e+00 1.401479999999999913e-02
2.480890000000000040e+00 1.401479999999999913e-02
2.509549999999999947e+00 1.388769999999999935e-02
2.535029999999999895e+00 1.369700000000000084e-02
2.566879999999999828e+00 1.356989999999999932e-02
2.592360000000000220e+00 1.347459999999999977e-02
2.621020000000000127e+00 1.331569999999999976e-02
2.646500000000000075e+00 1.315679999999999975e-02
2.671969999999999956e+00 1.299789999999999973e-02
2.697449999999999903e+00 1.280719999999999949e-02
2.719749999999999890e+00 1.261649999999999924e-02
2.742039999999999811e+00 1.239409999999999991e-02
2.761150000000000215e+00 1.217159999999999943e-02
2.786620000000000097e+00 1.191739999999999987e-02
2.808920000000000083e+00 1.172669999999999962e-02
2.831210000000000004e+00 1.150419999999999915e-02
2.853499999999999925e+00 1.128179999999999981e-02
2.872609999999999886e+00 1.102750000000000084e-02
2.894899999999999807e+00 1.080509999999999977e-02
2.917199999999999793e+00 1.064619999999999976e-02
2.936310000000000198e+00 1.039190000000000079e-02
2.955410000000000093e+00 1.013769999999999949e-02
2.974520000000000053e+00 9.883470000000000102e-03
2.990450000000000053e+00 9.629240000000000715e-03
2.993630000000000013e+00 9.311440000000000689e-03
2.996820000000000039e+00 8.675850000000000575e-03
3.000000000000000000e+00 6.451270000000000268e-03
3.003179999999999961e+00 5.497880000000000128e-03
3.006369999999999987e+00 3.908899999999999875e-03
3.009549999999999947e+00 3.305080000000000170e-03
3.031849999999999934e+00 3.114410000000000182e-03
3.060509999999999842e+00 3.019070000000000000e-03
3.092360000000000220e+00 2.955510000000000168e-03
3.121020000000000127e+00 2.891949999999999903e-03
3.152870000000000061e+00 2.828390000000000071e-03
3.184709999999999930e+00 2.764829999999999805e-03
3.213379999999999903e+00 2.701269999999999973e-03
3.245220000000000216e+00 2.637710000000000141e-03
3.273890000000000189e+00 2.542369999999999960e-03
3.305730000000000057e+00 2.447030000000000212e-03
3.334389999999999965e+00 2.383469999999999946e-03
3.366239999999999899e+00 2.288140000000000139e-03
3.394899999999999807e+00 2.192799999999999958e-03
3.426750000000000185e+00 2.097460000000000210e-03
3.455410000000000093e+00 1.970340000000000112e-03
3.484080000000000066e+00 1.874999999999999931e-03
