1.000000000000000000e+00	7.913832199546485535e-01	7.964316510436196817e-01	7.964316510436196817e-01	7.964316510436196817e-01	7.045356913078174577e-01	7.045356913078174577e-01	7.045356913078174577e-01	7.444260456504274703e-01	7.444260456504274703e-01	5.485244546897886098e-01	5.838198340244501461e-01	5.838198340244501461e-01	5.985520056780215814e-01	5.985520056780215814e-01	5.985520056780215814e-01	5.985520056780215814e-01	5.985520056780215814e-01	6.348618052897382347e-01
7.913832199546485535e-01	1.000000000000000000e+00	7.964316510436196817e-01	7.964316510436196817e-01	7.964316510436196817e-01	7.045356913078174577e-01	7.045356913078174577e-01	7.045356913078174577e-01	7.444260456504274703e-01	7.444260456504274703e-01	5.485244546897886098e-01	5.838198340244501461e-01	5.838198340244501461e-01	5.985520056780215814e-01	5.985520056780215814e-01	5.985520056780215814e-01	5.985520056780215814e-01	5.985520056780215814e-01	6.348618052897382347e-01
7.964316510436196817e-01	7.964316510436196817e-01	1.000000000000000000e+00	8.015122873345935650e-01	8.015122873345935650e-01	7.090301003344480213e-01	7.090301003344480213e-01	7.090301003344480213e-01	7.491749252040234008e-01	7.491749252040234008e-01	5.520236290977014182e-01	5.875441664668489272e-01	5.875441664668489272e-01	6.023703183205416645e-01	6.023703183205416645e-01	6.023703183205416645e-01	6.023703183205416645e-01	6.023703183205416645e-01	6.389117472068903680e-01
7.964316510436196817e-01	7.964316510436196817e-01	8.015122873345935650e-01	1.000000000000000000e+00	8.015122873345935650e-01	7.090301003344480213e-01	7.090301003344480213e-01	7.090301003344480213e-01	7.491749252040234008e-01	7.491749252040234008e-01	5.520236290977014182e-01	5.875441664668489272e-01	5.875441664668489272e-01	6.023703183205416645e-01	6.023703183205416645e-01	6.023703183205416645e-01	6.023703183205416645e-01	6.023703183205416645e-01	6.389117472068903680e-01
7.964316510436196817e-01	7.964316510436196817e-01	8.015122873345935650e-01	8.015122873345935650e-01	1.000000000000000000e+00	7.090301003344480213e-01	7.090301003344480213e-01	7.090301003344480213e-01	7.491749252040234008e-01	7.491749252040234008e-01	5.520236290977014182e-01	5.875441664668489272e-01	5.875441664668489272e-01	6.023703183205416645e-01	6.023703183205416645e-01	6.023703183205416645e-01	6.023703183205416645e-01	6.023703183205416645e-01	6.389117472068903680e-01
7.045356913078174577e-01	7.045356913078174577e-01	7.090301003344480213e-01	7.090301003344480213e-01	7.090301003344480213e-01	1.000000000000000000e+00	6.272189349112423651e-01	6.272189349112423651e-01	6.627316646035590342e-01	6.627316646035590342e-01	4.883285949710434726e-01	5.197506087975970468e-01	5.197506087975970468e-01	5.328660508220175451e-01	5.328660508220175451e-01	5.328660508220175451e-01	5.328660508220175451e-01	5.328660508220175451e-01	5.651911609907106504e-01
7.045356913078174577e-01	7.045356913078174577e-01	7.090301003344480213e-01	7.090301003344480213e-01	7.090301003344480213e-01	6.272189349112423651e-01	1.000000000000000000e+00	6.272189349112423651e-01	6.627316646035590342e-01	6.627316646035590342e-01	4.883285949710434726e-01	5.197506087975970468e-01	5.197506087975970468e-01	5.328660508220175451e-01	5.328660508220175451e-01	5.328660508220175451e-01	5.328660508220175451e-01	5.328660508220175451e-01	5.651911609907106504e-01
7.045356913078174577e-01	7.045356913078174577e-01	7.090301003344480213e-01	7.090301003344480213e-01	7.090301003344480213e-01	6.272189349112423651e-01	6.272189349112423651e-01	1.000000000000000000e+00	6.627316646035590342e-01	6.627316646035590342e-01	4.883285949710434726e-01	5.197506087975970468e-01	5.197506087975970468e-01	5.328660508220175451e-01	5.328660508220175451e-01	5.328660508220175451e-01	5.328660508220175451e-01	5.328660508220175451e-01	5.651911609907106504e-01
7.444260456504274703e-01	7.444260456504274703e-01	7.491749252040234008e-01	7.491749252040234008e-01	7.491749252040234008e-01	6.627316646035590342e-01	6.627316646035590342e-01	6.627316646035590342e-01	1.000000000000000000e+00	7.002551020408164240e-01	5.159774436090226457e-01	5.491785514987497230e-01	5.491785514987497230e-01	5.630365813525289864e-01	5.630365813525289864e-01	5.630365813525289864e-01	5.630365813525289864e-01	5.630365813525289864e-01	5.971919183141322085e-01
7.444260456504274703e-01	7.444260456504274703e-01	7.491749252040234008e-01	7.491749252040234008e-01	7.491749252040234008e-01	6.627316646035590342e-01	6.627316646035590342e-01	6.627316646035590342e-01	7.002551020408164240e-01	1.000000000000000000e+00	5.159774436090226457e-01	5.491785514987497230e-01	5.491785514987497230e-01	5.630365813525289864e-01	5.630365813525289864e-01	5.630365813525289864e-01	5.630365813525289864e-01	5.630365813525289864e-01	5.971919183141322085e-01
