1.000000000000000000e+00	8.655242465522660078e-01	8.614537861387547846e-01	8.613319179216416543e-01	8.647989051749361833e-01	8.442999841361582547e-01	8.127207365060986621e-01	8.168507409728842372e-01	8.325649345733702189e-01	8.598891472019078996e-01	8.524067444124382442e-01	8.404377290258335798e-01	8.224922365255027401e-01	8.108602395868436119e-01	8.410000844981353474e-01	8.443007718978213783e-01	8.259182141349840078e-01	7.623885002046819626e-01	7.500646109697770569e-01
8.655242465522660078e-01	1.000000000000000000e+00	8.679293348010808096e-01	8.678065505005013724e-01	8.712995990992004058e-01	8.506465876578405139e-01	8.188299588031132670e-01	8.229910085161218358e-01	8.388233257199705362e-01	8.663529344723432946e-01	8.588142864563113044e-01	8.467552999733770625e-01	8.286749111944238244e-01	8.169554765273242536e-01	8.473218826721243824e-01	8.506473813411085105e-01	8.321266418797904629e-01	7.681193750491719374e-01	7.557028471309924500e-01
8.614537861387547846e-01	8.679293348010808096e-01	1.000000000000000000e+00	8.637253566755233036e-01	8.672019778707148463e-01	8.466460951531622481e-01	8.149790962236052039e-01	8.191205770011356080e-01	8.348784366485506592e-01	8.622785768354011005e-01	8.547753822089683151e-01	8.427731077445607122e-01	8.247777489426173503e-01	8.131134294211316282e-01	8.433370258704145916e-01	8.466468851038296828e-01	8.282132465378437836e-01	7.645069984791992290e-01	7.521488640555585858e-01
8.613319179216416543e-01	8.678065505005013724e-01	8.637253566755233036e-01	1.000000000000000000e+00	8.670792964679273629e-01	8.465263217517304817e-01	8.148638026918575417e-01	8.190046975820350905e-01	8.347603279952281463e-01	8.621565919367277786e-01	8.546544587728672759e-01	8.426538822472394719e-01	8.246610692142378740e-01	8.129983998216930852e-01	8.432177205966761013e-01	8.465271115906450872e-01	8.280960807961996739e-01	7.643988451384463589e-01	7.520424589964119777e-01
8.647989051749361833e-01	8.712995990992004058e-01	8.672019778707148463e-01	8.670792964679273629e-01	1.000000000000000000e+00	8.499337143097277503e-01	8.181437489684576514e-01	8.223013115676829354e-01	8.381203607032912117e-01	8.656268986238422336e-01	8.580945682740767078e-01	8.460456876684757654e-01	8.279804509250106026e-01	8.162708375782460335e-01	8.466117955499357084e-01	8.499345073278596896e-01	8.314292889322122404e-01	7.674756625620046124e-01	7.550695401541244189e-01
8.442999841361582547e-01	8.506465876578405139e-01	8.466460951531622481e-01	8.465263217517304817e-01	8.499337143097277503e-01	1.000000000000000000e+00	7.987507270669305104e-01	8.028097401109640652e-01	8.182538194851644020e-01	8.451083510889757511e-01	8.377545647268977991e-01	8.259912869945912339e-01	8.083542629365669807e-01	7.969222105787830968e-01	8.265439760330206553e-01	8.297879272968384790e-01	8.117213507732234934e-01	7.492836610320536828e-01	7.371716094447015033e-01
8.127207365060986621e-01	8.188299588031132670e-01	8.149790962236052039e-01	8.148638026918575417e-01	8.181437489684576514e-01	7.987507270669305104e-01	1.000000000000000000e+00	7.727823469342048890e-01	7.876487733223338505e-01	8.134988682100015023e-01	8.064201346074995058e-01	7.950968372937995410e-01	7.781194886599736016e-01	7.671150279391782956e-01	7.956288541726470598e-01	7.987514723295303654e-01	7.813606377277282355e-01	7.212582971549024169e-01	7.095992711314159651e-01
8.168507409728842372e-01	8.229910085161218358e-01	8.191205770011356080e-01	8.190046975820350905e-01	8.223013115676829354e-01	8.028097401109640652e-01	7.727823469342048890e-01	1.000000000000000000e+00	7.916513695475317913e-01	8.176328269101030832e-01	8.105181212939875923e-01	7.991372823594286023e-01	7.820736599017140689e-01	7.710132777925624570e-01	7.996720027894314020e-01	8.028104891607660276e-01	7.853312795226686793e-01	7.249235167748198094e-01	7.132052430572701773e-01
8.325649345733702189e-01	8.388233257199705362e-01	8.348784366485506592e-01	8.347603279952281463e-01	8.381203607032912117e-01	8.182538194851644020e-01	7.876487733223338505e-01	7.916513695475317913e-01	1.000000000000000000e+00	8.333620659151081966e-01	8.261104909104324268e-01	8.145107127041275596e-01	7.971188282355262666e-01	7.858456716535847653e-01	8.150557198363854727e-01	8.182545829448371055e-01	8.004391164234940792e-01	7.388692573082459303e-01	7.269255529059646115e-01
8.598891472019078996e-01	8.663529344723432946e-01	8.622785768354011005e-01	8.621565919367277786e-01	8.656268986238422336e-01	8.451083510889757511e-01	8.134988682100015023e-01	8.176328269101030832e-01	8.333620659151081966e-01	1.000000000000000000e+00	8.532228731054251059e-01	8.412423980993982697e-01	8.232797238587360455e-01	8.116365899757475022e-01	8.418052919935740119e-01	8.451091396048737714e-01	8.267089816377455325e-01	7.631184417898452255e-01	7.507827531649426955e-01
